rowIndex,satID,satCode,time_sec,lat_deg,lon_deg,alt_km,is_vel_north,commSats_codes,nCommSats,satID_synt,satCode_synt,satCode_synt_comm,A_bits_total,nPackagesA,B_bits_total,nPackagesB,A_and_B_bits
1,1,101,0,25.054194,4.881244,491.7699,True,"102,115",2,,,,0,0,0,0,0
1518,2,102,0,33.053209,30.831325,493.9102,True,"101,103,214,215",4,,,,0,0,0,0,0
3227,3,103,0,34.977858,59.734855,494.4748,False,"102,505",2,14.0,114.0,,0,0,0,0,0
4312,15,115,0,13.184132,-17.285006,489.4661,True,"101,502",2,,,114,0,0,0,0,0
5639,27,212,0,-25.654525,-7.729076,491.9168,True,213,1,,,211,0,0,0,0,0
6583,28,213,0,-13.947952,14.626923,489.576,True,"212,214",2,,,311,0,0,0,0,0
8929,29,214,0,-0.406822,34.704172,488.5263,True,"102,213,215",3,,,311,0,0,0,0,0
11982,30,215,0,13.184132,54.714994,489.4661,True,"102,214",2,,,,0,0,0,0,0
14101,62,502,0,33.053209,-41.168675,493.9102,True,"115,503",2,,,114,0,0,0,0,0
15216,63,503,0,34.977858,-12.265145,494.4748,False,"502,504",2,75.0,515.0,,0,0,0,0,0
17932,64,504,0,30.154761,15.681916,493.0923,False,"503,505",2,75.0,515.0,,0,0,0,0,0
21829,65,505,0,20.155588,39.862114,490.6729,False,"103,504",2,75.0,515.0,,0,0,0,0,0
2,1,101,1,25.081583,4.940425,491.7766,True,"102,115",2,,,,0,0,0,0,0
1519,2,102,1,33.067159,30.901056,493.9143,True,"101,103,214,215",4,,,,0,0,0,0,0
3228,3,103,1,34.973723,59.807972,494.4736,False,"102,505",2,14.0,114.0,,0,0,0,0,0
4313,15,115,1,13.21874,-17.234258,489.4709,True,"101,502",2,,,114,0,0,0,0,0
5640,27,212,1,-25.627718,-7.669297,491.9101,True,213,1,,,211,0,0,0,0,0
6584,28,213,1,-13.913603,14.678006,489.571,True,"212,214",2,,,311,0,0,0,0,0
8930,29,214,1,-0.370094,34.752089,488.5262,True,"102,213,215",3,,,311,0,0,0,0,0
11983,30,215,1,13.21874,54.765742,489.4709,True,"102,214",2,,,,0,0,0,0,0
14102,62,502,1,33.067159,-41.098944,493.9143,True,"115,503",2,,,114,0,0,0,0,0
15217,63,503,1,34.973723,-12.192028,494.4736,False,"502,504",2,75.0,515.0,,0,0,0,0,0
17933,64,504,1,30.134059,15.747196,493.0866,False,"503,505",2,75.0,515.0,,0,0,0,0,0
21830,65,505,1,20.124283,39.916954,490.6665,False,"103,504",2,75.0,515.0,,0,0,0,0,0
3,1,101,2,25.108946,4.999634,491.7832,True,"102,115",2,,,,0,0,0,0,0
1520,2,102,2,33.081067,30.970811,493.9183,True,"101,103,214,215",4,,,,0,0,0,0,0
3229,3,103,2,34.969539,59.88108,494.4723,False,"102,505",2,14.0,114.0,,0,0,0,0,0
4314,15,115,2,13.253336,-17.183495,489.4758,True,"101,502",2,,,114,0,0,0,0,0
5641,27,212,2,-25.600884,-7.609547,491.9035,True,213,1,,,211,0,0,0,0,0
6585,28,213,2,-13.879242,14.729072,489.5659,True,"212,214",2,,,311,0,0,0,0,0
8931,29,214,2,-0.333366,34.800005,488.526,True,"102,213,215",3,,,311,0,0,0,0,0
11984,30,215,2,13.253336,54.816505,489.4758,True,"102,214",2,,,,0,0,0,0,0
14103,62,502,2,33.081067,-41.029189,493.9183,True,"115,503",2,,,114,0,0,0,0,0
15218,63,503,2,34.969539,-12.11892,494.4723,False,"502,504",2,75.0,515.0,,0,0,0,0,0
17934,64,504,2,30.113321,15.812447,493.0809,False,"503,505",2,75.0,515.0,,0,0,0,0,0
21831,65,505,2,20.092957,39.971771,490.6602,False,"103,504",2,75.0,515.0,,0,0,0,0,0
4,1,101,3,25.136281,5.058871,491.7899,True,"102,115",2,,,,0,0,0,0,0
1521,2,102,3,33.09493,31.040589,493.9223,True,"101,103,214,215",4,,,,0,0,0,0,0
3230,3,103,3,34.965306,59.954181,494.4711,False,"102,505",2,14.0,114.0,,0,0,0,0,0
4315,15,115,3,13.287919,-17.132716,489.4807,True,"101,502",2,,,114,0,0,0,0,0
5642,27,212,3,-25.574022,-7.549825,491.8969,True,213,1,,,211,0,0,0,0,0
6586,28,213,3,-13.844868,14.780122,489.5609,True,"212,214",2,,,311,0,0,0,0,0
8932,29,214,3,-0.296638,34.847921,488.5259,True,"102,213,215",3,,,311,0,0,0,0,0
11985,30,215,3,13.287919,54.867284,489.4807,True,"102,214",2,,,,0,0,0,0,0
14104,62,502,3,33.09493,-40.959411,493.9223,True,"115,503",2,,,114,0,0,0,0,0
15219,63,503,3,34.965306,-12.045819,494.4711,False,"502,504",2,75.0,515.0,,0,0,0,0,0
17935,64,504,3,30.092545,15.877669,493.0752,False,"503,505",2,75.0,515.0,,0,0,0,0,0
21832,65,505,3,20.061612,40.026564,490.6538,False,"103,504",2,75.0,515.0,,0,0,0,0,0
5,1,101,4,25.163589,5.118136,491.7965,True,"102,115",2,,,,0,0,0,0,0
1522,2,102,4,33.108749,31.11039,493.9263,True,"101,103,214,215",4,,,,0,0,0,0,0
3231,3,103,4,34.961024,60.027274,494.4698,False,"102,505",2,14.0,114.0,,0,0,0,0,0
4316,15,115,4,13.322491,-17.081922,489.4856,True,"101,502",2,,,114,0,0,0,0,0
5643,27,212,4,-25.547131,-7.490132,491.8903,True,213,1,,,211,0,0,0,0,0
6587,28,213,4,-13.810481,14.831156,489.5558,True,"212,214",2,,,311,0,0,0,0,0
8933,29,214,4,-0.25991,34.895837,488.5258,True,"102,213,215",3,,,311,0,0,0,0,0
11986,30,215,4,13.322491,54.918078,489.4856,True,"102,214",2,,,,0,0,0,0,0
14105,62,502,4,33.108749,-40.88961,493.9263,True,"115,503",2,,,114,0,0,0,0,0
15220,63,503,4,34.961024,-11.972726,494.4698,False,"502,504",2,75.0,515.0,,0,0,0,0,0
17936,64,504,4,30.071734,15.942862,493.0695,False,"503,505",2,75.0,515.0,,0,0,0,0,0
21833,65,505,4,20.030247,40.081334,490.6474,False,"103,504",2,75.0,515.0,,0,0,0,0,0
6,1,101,5,25.190869,5.177429,491.8031,True,"102,115",2,,,,0,0,0,0,0
1523,2,102,5,33.122525,31.180213,493.9303,True,"101,103,214,215",4,,,,0,0,0,0,0
3232,3,103,5,34.956693,60.100359,494.4685,False,"102,505",2,14.0,114.0,,0,0,0,0,0
4317,15,115,5,13.357051,-17.031112,489.4905,True,"101,502",2,,,114,0,0,0,0,0
5644,27,212,5,-25.520213,-7.430466,491.8837,True,213,1,,,211,0,0,0,0,0
6588,28,213,5,-13.776082,14.882174,489.5508,True,"212,214",2,,,311,0,0,0,0,0
8934,29,214,5,-0.223181,34.943752,488.5257,True,"102,213,215",3,,,311,0,0,0,0,0
11987,30,215,5,13.357051,54.968888,489.4905,True,"102,214",2,,,,0,0,0,0,0
14106,62,502,5,33.122525,-40.819787,493.9303,True,"115,503",2,,,114,0,0,0,0,0
15221,63,503,5,34.956693,-11.899641,494.4685,False,"502,504",2,75.0,515.0,,0,0,0,0,0
17937,64,504,5,30.050886,16.008027,493.0638,False,"503,505",2,75.0,515.0,,0,0,0,0,0
21834,65,505,5,19.998862,40.136081,490.641,False,"103,504",2,75.0,515.0,,0,0,0,0,0
7,1,101,6,25.218123,5.236751,491.8098,True,"102,115",2,,,,0,0,0,0,0
1524,2,102,6,33.136257,31.25006,493.9343,True,"101,103,214,215",4,,,,0,0,0,0,0
3233,3,103,6,34.952312,60.173435,494.4672,False,"102,505",2,14.0,114.0,,0,0,0,0,0
4318,15,115,6,13.391599,-16.980287,489.4954,True,"101,502",2,,,114,0,0,0,0,0
5645,27,212,6,-25.493267,-7.37083,491.8771,True,213,1,,,211,0,0,0,0,0
6589,28,213,6,-13.741671,14.933176,489.5458,True,"212,214",2,,,311,0,0,0,0,0
8935,29,214,6,-0.186453,34.991667,488.5256,True,"102,213,215",3,,,311,0,0,0,0,0
11988,30,215,6,13.391599,55.019713,489.4954,True,"102,214",2,,,,0,0,0,0,0
14107,62,502,6,33.136257,-40.74994,493.9343,True,"115,503",2,,,114,0,0,0,0,0
15222,63,503,6,34.952312,-11.826565,494.4672,False,"502,504",2,75.0,515.0,,0,0,0,0,0
17938,64,504,6,30.030001,16.073162,493.0581,False,"503,505",2,75.0,515.0,,0,0,0,0,0
21835,65,505,6,19.967458,40.190804,490.6346,False,"103,504",2,75.0,515.0,,0,0,0,0,0
8,1,101,7,25.245349,5.2961,491.8164,True,"102,115",2,,,,0,0,0,0,0
1525,2,102,7,33.149945,31.31993,493.9382,True,"101,103,214,215",4,,,,0,0,0,0,0
3234,3,103,7,34.947883,60.246504,494.4659,False,"102,505",2,14.0,114.0,,0,0,0,0,0
4319,15,115,7,13.426135,-16.929446,489.5003,True,"101,502",2,,,114,0,0,0,0,0
5646,27,212,7,-25.466293,-7.311221,491.8704,True,213,1,,,211,0,0,0,0,0
6590,28,213,7,-13.707247,14.984162,489.5408,True,"212,214",2,,,311,0,0,0,0,0
8936,29,214,7,-0.149724,35.039581,488.5255,True,"102,213,215",3,,,311,0,0,0,0,0
11989,30,215,7,13.426135,55.070554,489.5003,True,"102,214",2,,,,0,0,0,0,0
14108,62,502,7,33.149945,-40.68007,493.9382,True,"115,503",2,,,114,0,0,0,0,0
15223,63,503,7,34.947883,-11.753496,494.4659,False,"502,504",2,75.0,515.0,,0,0,0,0,0
17939,64,504,7,30.00908,16.138268,493.0523,False,"503,505",2,75.0,515.0,,0,0,0,0,0
21836,65,505,7,19.936034,40.245505,490.6283,False,"103,504",2,75.0,515.0,,0,0,0,0,0
9,1,101,8,25.272547,5.355478,491.823,True,"102,115",2,,,,0,0,0,0,0
1526,2,102,8,33.163589,31.389823,493.9422,True,"101,103,214,215",4,,,,0,0,0,0,0
3235,3,103,8,34.943405,60.319564,494.4646,False,"102,505",2,14.0,114.0,,0,0,0,0,0
4320,15,115,8,13.460659,-16.87859,489.5052,True,"101,502",2,,,114,0,0,0,0,0
5647,27,212,8,-25.439292,-7.251641,491.8638,True,213,1,,,211,0,0,0,0,0
6591,28,213,8,-13.67281,15.035131,489.5358,True,"212,214",2,,,311,0,0,0,0,0
8937,29,214,8,-0.112994,35.087496,488.5255,True,"102,213,215",3,,,311,0,0,0,0,0
11990,30,215,8,13.460659,55.12141,489.5052,True,"102,214",2,,,,0,0,0,0,0
14109,62,502,8,33.163589,-40.610177,493.9422,True,"115,503",2,,,114,0,0,0,0,0
15224,63,503,8,34.943405,-11.680436,494.4646,False,"502,504",2,75.0,515.0,,0,0,0,0,0
17940,64,504,8,29.988122,16.203345,493.0466,False,"503,505",2,75.0,515.0,,0,0,0,0,0
21837,65,505,8,19.904591,40.300182,490.6219,False,"103,504",2,75.0,515.0,,0,0,0,0,0
10,1,101,9,25.299719,5.414884,491.8297,True,"102,115",2,,,,0,0,0,0,0
1527,2,102,9,33.177189,31.459738,493.9461,True,"101,103,214,215",4,,,,0,0,0,0,0
3236,3,103,9,34.938878,60.392615,494.4632,False,"102,505",2,14.0,114.0,,0,0,0,0,0
4321,15,115,9,13.495171,-16.827718,489.5102,True,"101,502",2,,,114,0,0,0,0,0
5648,27,212,9,-25.412262,-7.19209,491.8572,True,213,1,,,211,0,0,0,0,0
6592,28,213,9,-13.638362,15.086085,489.5308,True,"212,214",2,,,311,0,0,0,0,0
8938,29,214,9,-0.076265,35.13541,488.5254,True,"102,213,215",3,,,311,0,0,0,0,0
11991,30,215,9,13.495171,55.172282,489.5102,True,"102,214",2,,,,0,0,0,0,0
14110,62,502,9,33.177189,-40.540262,493.9461,True,"115,503",2,,,114,0,0,0,0,0
15225,63,503,9,34.938878,-11.607385,494.4632,False,"502,504",2,75.0,515.0,,0,0,0,0,0
17941,64,504,9,29.967128,16.268394,493.0409,False,"503,505",2,75.0,515.0,,0,0,0,0,0
21838,65,505,9,19.873128,40.354836,490.6156,False,"103,504",2,75.0,515.0,,0,0,0,0,0
11,1,101,10,25.326863,5.474319,491.8363,True,"102,115",2,,,,0,0,0,0,0
1528,2,102,10,33.190745,31.529677,493.95,True,"101,103,214,215",4,,,,0,0,0,0,0
3237,3,103,10,34.934302,60.465658,494.4619,False,"102,505",2,14.0,114.0,,0,0,0,0,0
4322,15,115,10,13.52967,-16.77683,489.5151,True,"101,502",2,,,114,0,0,0,0,0
5649,27,212,10,-25.385205,-7.132566,491.8506,True,213,1,,,211,0,0,0,0,0
6593,28,213,10,-13.603901,15.137023,489.5258,True,"212,214",2,,,311,0,0,0,0,0
8939,29,214,10,-0.039536,35.183325,488.5254,True,"102,213,215",3,,,311,0,0,0,0,0
11992,30,215,10,13.52967,55.22317,489.5151,True,"102,214",2,,,,0,0,0,0,0
14111,62,502,10,33.190745,-40.470323,493.95,True,"115,503",2,,,114,0,0,0,0,0
15226,63,503,10,34.934302,-11.534342,494.4619,False,"502,504",2,75.0,515.0,,0,0,0,0,0
17942,64,504,10,29.946097,16.333413,493.0351,False,"503,505",2,75.0,515.0,,0,0,0,0,0
21839,65,505,10,19.841645,40.409467,490.6092,False,"103,504",2,75.0,515.0,,0,0,0,0,0
12,1,101,11,25.353979,5.533781,491.8429,True,"102,115",2,,,,0,0,0,0,0
1529,2,102,11,33.204256,31.599638,493.954,True,"101,103,214,215",4,,,,0,0,0,0,0
3238,3,103,11,34.929677,60.538693,494.4605,False,"102,505",2,14.0,114.0,,0,0,0,0,0
4323,15,115,11,13.564158,-16.725926,489.5201,True,"101,502",2,,,114,0,0,0,0,0
5650,27,212,11,-25.358121,-7.073071,491.8439,True,213,1,,,211,0,0,0,0,0
6594,28,213,11,-13.569428,15.187945,489.5208,True,"212,214",2,,,311,0,0,0,0,0
8940,29,214,11,-0.002807,35.231239,488.5254,True,"102,213,215",3,,,311,0,0,0,0,0
11993,30,215,11,13.564158,55.274074,489.5201,True,"102,214",2,,,,0,0,0,0,0
14112,62,502,11,33.204256,-40.400362,493.954,True,"115,503",2,,,114,0,0,0,0,0
15227,63,503,11,34.929677,-11.461307,494.4605,False,"502,504",2,75.0,515.0,,0,0,0,0,0
17943,64,504,11,29.925031,16.398403,493.0293,False,"503,505",2,75.0,515.0,,0,0,0,0,0
21840,65,505,11,19.810143,40.464075,490.6029,False,"103,504",2,75.0,515.0,,0,0,0,0,0
13,1,101,12,25.381068,5.593272,491.8496,True,"102,115",2,,,,0,0,0,0,0
1530,2,102,12,33.217724,31.669621,493.9579,True,"101,103,214,215",4,,,,0,0,0,0,0
3239,3,103,12,34.925003,60.611719,494.4591,False,"102,505",2,14.0,114.0,,0,0,0,0,0
4324,15,115,12,13.598633,-16.675006,489.525,True,"101,502",2,,,114,0,0,0,0,0
5651,27,212,12,-25.331009,-7.013604,491.8373,True,213,1,,,211,0,0,0,0,0
6595,28,213,12,-13.534942,15.238851,489.5159,True,"212,214",2,,,311,0,0,0,0,0
8941,29,214,12,0.033922,35.279153,488.5254,True,"102,213,215",3,,,311,0,0,0,0,0
11994,30,215,12,13.598633,55.324994,489.525,True,"102,214",2,,,,0,0,0,0,0
14113,62,502,12,33.217724,-40.330379,493.9579,True,"115,503",2,,,114,0,0,0,0,0
15228,63,503,12,34.925003,-11.388281,494.4591,False,"502,504",2,75.0,515.0,,0,0,0,0,0
17944,64,504,12,29.903928,16.463365,493.0236,False,"503,505",2,75.0,515.0,,0,0,0,0,0
21841,65,505,12,19.778622,40.518659,490.5965,False,"103,504",2,75.0,515.0,,0,0,0,0,0
14,1,101,13,25.408129,5.652791,491.8562,True,"102,115",2,,,,0,0,0,0,0
1531,2,102,13,33.231148,31.739628,493.9618,True,"101,103,214,215",4,,,,0,0,0,0,0
3240,3,103,13,34.92028,60.684736,494.4577,False,"102,505",2,14.0,114.0,,0,0,0,0,0
4325,15,115,13,13.633096,-16.624071,489.53,True,"101,502",2,,,114,0,0,0,0,0
5652,27,212,13,-25.303869,-6.954166,491.8307,True,213,1,,,211,0,0,0,0,0
6596,28,213,13,-13.500444,15.289742,489.5109,True,"212,214",2,,,311,0,0,0,0,0
8942,29,214,13,0.070652,35.327067,488.5254,True,"102,213,215",3,,,311,0,0,0,0,0
11995,30,215,13,13.633096,55.375929,489.53,True,"102,214",2,,,,0,0,0,0,0
14114,62,502,13,33.231148,-40.260372,493.9618,True,"115,503",2,,,114,0,0,0,0,0
15229,63,503,13,34.92028,-11.315264,494.4577,False,"502,504",2,75.0,515.0,,0,0,0,0,0
17945,64,504,13,29.882789,16.528297,493.0178,False,"503,505",2,75.0,515.0,,0,0,0,0,0
21842,65,505,13,19.747081,40.573221,490.5902,False,"103,504",2,75.0,515.0,,0,0,0,0,0
15,1,101,14,25.435162,5.712338,491.8628,True,"102,115",2,,,,0,0,0,0,0
1532,2,102,14,33.244527,31.809656,493.9656,True,"101,103,214,215",4,,,,0,0,0,0,0
3241,3,103,14,34.915508,60.757744,494.4563,False,"102,505",2,14.0,114.0,,0,0,0,0,0
4326,15,115,14,13.667546,-16.573119,489.535,True,"101,502",2,,,114,0,0,0,0,0
5653,27,212,14,-25.276702,-6.894755,491.8241,True,213,1,,,211,0,0,0,0,0
6597,28,213,14,-13.465935,15.340616,489.506,True,"212,214",2,,,311,0,0,0,0,0
8943,29,214,14,0.107381,35.374982,488.5255,True,"102,213,215",3,,,311,0,0,0,0,0
11996,30,215,14,13.667546,55.426881,489.535,True,"102,214",2,,,,0,0,0,0,0
14115,62,502,14,33.244527,-40.190344,493.9656,True,"115,503",2,,,114,0,0,0,0,0
15230,63,503,14,34.915508,-11.242256,494.4563,False,"502,504",2,75.0,515.0,,0,0,0,0,0
17946,64,504,14,29.861613,16.5932,493.012,False,"503,505",2,75.0,515.0,,0,0,0,0,0
21843,65,505,14,19.715521,40.62776,490.5838,False,"103,504",2,75.0,515.0,,0,0,0,0,0
16,1,101,15,25.462168,5.771914,491.8694,True,"102,115",2,,,,0,0,0,0,0
1533,2,102,15,33.257863,31.879708,493.9695,True,"101,103,214,215",4,,,,0,0,0,0,0
3242,3,103,15,34.910688,60.830743,494.4549,False,"102,505",2,14.0,114.0,,0,0,0,0,0
4327,15,115,15,13.701984,-16.522152,489.54,True,"101,502",2,,,114,0,0,0,0,0
5654,27,212,15,-25.249508,-6.835373,491.8174,True,213,1,,,211,0,0,0,0,0
6598,28,213,15,-13.431413,15.391475,489.5011,True,"212,214",2,,,311,0,0,0,0,0
8944,29,214,15,0.14411,35.422896,488.5255,True,"102,213,215",3,,,311,0,0,0,0,0
11997,30,215,15,13.701984,55.477848,489.54,True,"102,214",2,,,,0,0,0,0,0
14116,62,502,15,33.257863,-40.120292,493.9695,True,"115,503",2,,,114,0,0,0,0,0
15231,63,503,15,34.910688,-11.169257,494.4549,False,"502,504",2,75.0,515.0,,0,0,0,0,0
17947,64,504,15,29.840402,16.658074,493.0062,False,"503,505",2,75.0,515.0,,0,0,0,0,0
21844,65,505,15,19.683941,40.682275,490.5775,False,"103,504",2,75.0,515.0,,0,0,0,0,0
17,1,101,16,25.489146,5.831518,491.8761,True,"102,115",2,,,,0,0,0,0,0
1534,2,102,16,33.271154,31.949782,493.9734,True,"101,103,214,215",4,,,,0,0,0,0,0
3243,3,103,16,34.905818,60.903733,494.4534,False,"102,505",2,14.0,114.0,,0,0,0,0,0
4328,15,115,16,13.73641,-16.471169,489.545,True,"101,502",2,,,114,0,0,0,0,0
5655,27,212,16,-25.222286,-6.776019,491.8108,True,213,1,,,211,0,0,0,0,0
6599,28,213,16,-13.396879,15.442318,489.4961,True,"212,214",2,,,311,0,0,0,0,0
8945,29,214,16,0.180839,35.470811,488.5256,True,"102,213,215",3,,,311,0,0,0,0,0
11998,30,215,16,13.73641,55.528831,489.545,True,"102,214",2,,,,0,0,0,0,0
14117,62,502,16,33.271154,-40.050218,493.9734,True,"115,503",2,,,114,0,0,0,0,0
15232,63,503,16,34.905818,-11.096267,494.4534,False,"502,504",2,75.0,515.0,,0,0,0,0,0
17948,64,504,16,29.819155,16.722919,493.0004,False,"503,505",2,75.0,515.0,,0,0,0,0,0
21845,65,505,16,19.652343,40.736768,490.5712,False,"103,504",2,75.0,515.0,,0,0,0,0,0
18,1,101,17,25.516096,5.891151,491.8827,True,"102,115",2,,,,0,0,0,0,0
1535,2,102,17,33.2844,32.019878,493.9772,True,"101,103,214,215",4,,,,0,0,0,0,0
3244,3,103,17,34.9009,60.976714,494.4519,False,"102,505",2,14.0,114.0,,0,0,0,0,0
4329,15,115,17,13.770824,-16.420169,489.55,True,"101,502",2,,,114,0,0,0,0,0
5656,27,212,17,-25.195036,-6.716693,491.8041,True,213,1,,,211,0,0,0,0,0
6600,28,213,17,-13.362332,15.493146,489.4912,True,"212,214",2,,,311,0,0,0,0,0
8946,29,214,17,0.217568,35.518726,488.5257,True,"102,213,215",3,,,311,0,0,0,0,0
11999,30,215,17,13.770824,55.579831,489.55,True,"102,214",2,,,,0,0,0,0,0
14118,62,502,17,33.2844,-39.980122,493.9772,True,"115,503",2,,,114,0,0,0,0,0
15233,63,503,17,34.9009,-11.023286,494.4519,False,"502,504",2,75.0,515.0,,0,0,0,0,0
17949,64,504,17,29.797871,16.787735,492.9946,False,"503,505",2,75.0,515.0,,0,0,0,0,0
21846,65,505,17,19.620725,40.791238,490.5649,False,"103,504",2,75.0,515.0,,0,0,0,0,0
19,1,101,18,25.543019,5.950811,491.8893,True,"102,115",2,,,,0,0,0,0,0
1536,2,102,18,33.297603,32.089996,493.981,True,"101,103,214,215",4,,,,0,0,0,0,0
3245,3,103,18,34.895933,61.049686,494.4505,False,"102,505",2,14.0,114.0,,0,0,0,0,0
4330,15,115,18,13.805225,-16.369154,489.5551,True,"101,502",2,,,114,0,0,0,0,0
5657,27,212,18,-25.16776,-6.657396,491.7975,True,213,1,,,211,0,0,0,0,0
6601,28,213,18,-13.327774,15.543958,489.4863,True,"212,214",2,,,311,0,0,0,0,0
8947,29,214,18,0.254296,35.566641,488.5258,True,"102,213,215",3,,,311,0,0,0,0,0
12000,30,215,18,13.805225,55.630846,489.5551,True,"102,214",2,,,,0,0,0,0,0
14119,62,502,18,33.297603,-39.910004,493.981,True,"115,503",2,,,114,0,0,0,0,0
15234,63,503,18,34.895933,-10.950314,494.4505,False,"502,504",2,75.0,515.0,,0,0,0,0,0
17950,64,504,18,29.776552,16.852521,492.9888,False,"503,505",2,75.0,515.0,,0,0,0,0,0
21847,65,505,18,19.589088,40.845685,490.5585,False,"103,504",2,75.0,515.0,,0,0,0,0,0
20,1,101,19,25.569913,6.010501,491.8959,True,"102,115",2,,,,0,0,0,0,0
1537,2,102,19,33.310761,32.160137,493.9849,True,"101,103,214,215",4,,,,0,0,0,0,0
3246,3,103,19,34.890916,61.122649,494.449,False,"102,505",2,14.0,114.0,,0,0,0,0,0
4331,15,115,19,13.839613,-16.318123,489.5601,True,"101,502",2,,,114,0,0,0,0,0
5658,27,212,19,-25.140456,-6.598126,491.7909,True,213,1,,,211,0,0,0,0,0
6602,28,213,19,-13.293204,15.594755,489.4814,True,"212,214",2,,,311,0,0,0,0,0
8948,29,214,19,0.291025,35.614556,488.5259,True,"102,213,215",3,,,311,0,0,0,0,0
12001,30,215,19,13.839613,55.681877,489.5601,True,"102,214",2,,,,0,0,0,0,0
14120,62,502,19,33.310761,-39.839863,493.9849,True,"115,503",2,,,114,0,0,0,0,0
15235,63,503,19,34.890916,-10.877351,494.449,False,"502,504",2,75.0,515.0,,0,0,0,0,0
17951,64,504,19,29.755196,16.917279,492.983,False,"503,505",2,75.0,515.0,,0,0,0,0,0
21848,65,505,19,19.557432,40.90011,490.5522,False,"103,504",2,75.0,515.0,,0,0,0,0,0
21,1,101,20,25.59678,6.070218,491.9025,True,"102,115",2,,,,0,0,0,0,0
1538,2,102,20,33.323875,32.2303,493.9887,True,"101,103,214,215",4,,,,0,0,0,0,0
3247,3,103,20,34.885851,61.195602,494.4475,False,"102,505",2,14.0,114.0,,0,0,0,0,0
4332,15,115,20,13.873989,-16.267075,489.5651,True,"101,502",2,,,114,0,0,0,0,0
5659,27,212,20,-25.113125,-6.538885,491.7842,True,213,1,,,211,0,0,0,0,0
6603,28,213,20,-13.258622,15.645536,489.4766,True,"212,214",2,,,311,0,0,0,0,0
8949,29,214,20,0.327753,35.662472,488.526,True,"102,213,215",3,,,311,0,0,0,0,0
12002,30,215,20,13.873989,55.732925,489.5651,True,"102,214",2,,,,0,0,0,0,0
14121,62,502,20,33.323875,-39.7697,493.9887,True,"115,503",2,,,114,0,0,0,0,0
15236,63,503,20,34.885851,-10.804398,494.4475,False,"502,504",2,75.0,515.0,,0,0,0,0,0
17952,64,504,20,29.733805,16.982007,492.9772,False,"503,505",2,75.0,515.0,,0,0,0,0,0
21849,65,505,20,19.525756,40.954511,490.5459,False,"103,504",2,75.0,515.0,,0,0,0,0,0
22,1,101,21,25.623619,6.129964,491.9091,True,"102,115",2,,,,0,0,0,0,0
1539,2,102,21,33.336944,32.300485,493.9925,True,"101,103,214,215",4,,,,0,0,0,0,0
3248,3,103,21,34.880738,61.268545,494.446,False,"102,505",2,14.0,114.0,,0,0,0,0,0
4333,15,115,21,13.908352,-16.216011,489.5702,True,"101,502",2,,,114,0,0,0,0,0
5660,27,212,21,-25.085767,-6.479672,491.7776,True,213,1,,,211,0,0,0,0,0
6604,28,213,21,-13.224028,15.696301,489.4717,True,"212,214",2,,,311,0,0,0,0,0
8950,29,214,21,0.364481,35.710388,488.5261,True,"102,213,215",3,,,311,0,0,0,0,0
12003,30,215,21,13.908352,55.783989,489.5702,True,"102,214",2,,,,0,0,0,0,0
14122,62,502,21,33.336944,-39.699515,493.9925,True,"115,503",2,,,114,0,0,0,0,0
15237,63,503,21,34.880738,-10.731455,494.446,False,"502,504",2,75.0,515.0,,0,0,0,0,0
17953,64,504,21,29.712378,17.046707,492.9713,False,"503,505",2,75.0,515.0,,0,0,0,0,0
21850,65,505,21,19.494062,41.00889,490.5396,False,"103,504",2,75.0,515.0,,0,0,0,0,0
23,1,101,22,25.65043,6.189739,491.9157,True,"102,115",2,,,,0,0,0,0,0
1540,2,102,22,33.349969,32.370693,493.9963,True,"101,103,214,215",4,,,,0,0,0,0,0
3249,3,103,22,34.875575,61.34148,494.4444,False,"102,505",2,14.0,114.0,,0,0,0,0,0
4334,15,115,22,13.942703,-16.164931,489.5753,True,"101,502",2,,,114,0,0,0,0,0
5661,27,212,22,-25.058382,-6.420486,491.7709,True,213,1,,,211,0,0,0,0,0
6605,28,213,22,-13.189422,15.747051,489.4668,True,"212,214",2,,,311,0,0,0,0,0
8951,29,214,22,0.401208,35.758305,488.5263,True,"102,213,215",3,,,311,0,0,0,0,0
12004,30,215,22,13.942703,55.835069,489.5753,True,"102,214",2,,,,0,0,0,0,0
14123,62,502,22,33.349969,-39.629307,493.9963,True,"115,503",2,,,114,0,0,0,0,0
15238,63,503,22,34.875575,-10.65852,494.4444,False,"502,504",2,75.0,515.0,,0,0,0,0,0
17954,64,504,22,29.690915,17.111377,492.9655,False,"503,505",2,75.0,515.0,,0,0,0,0,0
21851,65,505,22,19.462349,41.063246,490.5333,False,"103,504",2,75.0,515.0,,0,0,0,0,0
24,1,101,23,25.677212,6.249542,491.9224,True,"102,115",2,,,,0,0,0,0,0
1541,2,102,23,33.362949,32.440922,494.0,True,"101,103,214,215",4,,,,0,0,0,0,0
3250,3,103,23,34.870364,61.414404,494.4429,False,"102,505",2,14.0,114.0,,0,0,0,0,0
4335,15,115,23,13.977042,-16.113835,489.5803,True,"101,502",2,,,114,0,0,0,0,0
5662,27,212,23,-25.030969,-6.361329,491.7643,True,213,1,,,211,0,0,0,0,0
6606,28,213,23,-13.154804,15.797786,489.462,True,"212,214",2,,,311,0,0,0,0,0
8952,29,214,23,0.437936,35.806222,488.5265,True,"102,213,215",3,,,311,0,0,0,0,0
